Date,Open
1-Jan-17,963.4
2-Jan-17,995.4
3-Jan-17,"1,017.00"
4-Jan-17,"1,033.30"
5-Jan-17,"1,135.40"
6-Jan-17,989.3
7-Jan-17,886.2
8-Jan-17,888.9
9-Jan-17,900.9
10-Jan-17,899.8
11-Jan-17,904.4
12-Jan-17,785.4
13-Jan-17,810.1
14-Jan-17,824.8
15-Jan-17,819.6
16-Jan-17,821.2
17-Jan-17,827.3
18-Jan-17,899.7
19-Jan-17,872
20-Jan-17,895.2
21-Jan-17,892.9
22-Jan-17,919.8
23-Jan-17,918.8
24-Jan-17,921.5
25-Jan-17,893.8
26-Jan-17,894.4
27-Jan-17,915.6
28-Jan-17,918
29-Jan-17,918.5
30-Jan-17,914.5
31-Jan-17,920.7
1-Feb-17,965.5
2-Feb-17,982.4
3-Feb-17,"1,004.00"
4-Feb-17,"1,013.00"
5-Feb-17,"1,031.80"
6-Feb-17,"1,016.10"
7-Feb-17,"1,024.70"
8-Feb-17,"1,049.60"
9-Feb-17,"1,055.50"
10-Feb-17,979
11-Feb-17,997.6
12-Feb-17,"1,008.30"
13-Feb-17,996.5
14-Feb-17,995.4
15-Feb-17,"1,008.30"
16-Feb-17,"1,008.20"
17-Feb-17,"1,031.90"
18-Feb-17,"1,049.40"
19-Feb-17,"1,052.30"
20-Feb-17,"1,048.90"
21-Feb-17,"1,077.60"
22-Feb-17,"1,119.00"
23-Feb-17,"1,120.50"
24-Feb-17,"1,171.90"
25-Feb-17,"1,176.50"
26-Feb-17,"1,149.10"
27-Feb-17,"1,171.60"
28-Feb-17,"1,188.80"
1-Mar-17,"1,189.30"
2-Mar-17,"1,222.70"
3-Mar-17,"1,255.50"
4-Mar-17,"1,283.30"
5-Mar-17,"1,264.30"
6-Mar-17,"1,271.20"
7-Mar-17,"1,277.00"
8-Mar-17,"1,232.70"
9-Mar-17,"1,147.00"
10-Mar-17,"1,191.30"
11-Mar-17,"1,112.40"
12-Mar-17,"1,179.20"
13-Mar-17,"1,225.10"
14-Mar-17,"1,238.20"
15-Mar-17,"1,243.10"
16-Mar-17,"1,253.40"
17-Mar-17,"1,172.90"
18-Mar-17,"1,071.70"
19-Mar-17,971.4
20-Mar-17,"1,022.60"
21-Mar-17,"1,047.50"
22-Mar-17,"1,121.30"
23-Mar-17,"1,044.70"
24-Mar-17,"1,035.00"
25-Mar-17,939.7
26-Mar-17,966.3
27-Mar-17,969.4
28-Mar-17,"1,045.10"
29-Mar-17,"1,044.40"
30-Mar-17,"1,041.90"
31-Mar-17,"1,037.90"
1-Apr-17,"1,079.10"
2-Apr-17,"1,086.10"
3-Apr-17,"1,097.40"
4-Apr-17,"1,147.60"
5-Apr-17,"1,141.80"
6-Apr-17,"1,129.90"
7-Apr-17,"1,188.70"
8-Apr-17,"1,190.50"
9-Apr-17,"1,180.80"
10-Apr-17,"1,204.30"
11-Apr-17,"1,206.70"
12-Apr-17,"1,220.70"
13-Apr-17,"1,212.50"
14-Apr-17,"1,176.20"
15-Apr-17,"1,177.30"
16-Apr-17,"1,177.00"
17-Apr-17,"1,176.80"
18-Apr-17,"1,194.00"
19-Apr-17,"1,206.10"
20-Apr-17,"1,215.20"
21-Apr-17,"1,238.10"
22-Apr-17,"1,249.60"
23-Apr-17,"1,240.90"
24-Apr-17,"1,249.10"
25-Apr-17,"1,248.20"
26-Apr-17,"1,264.30"
27-Apr-17,"1,286.60"
28-Apr-17,"1,332.90"
29-Apr-17,"1,329.60"
30-Apr-17,"1,336.30"
1-May-17,"1,351.90"
2-May-17,"1,415.80"
3-May-17,"1,445.90"
4-May-17,"1,485.60"
5-May-17,"1,516.80"
6-May-17,"1,507.80"
7-May-17,"1,545.30"
8-May-17,"1,554.40"
9-May-17,"1,664.50"
10-May-17,"1,697.50"
11-May-17,"1,752.30"
12-May-17,"1,819.30"
13-May-17,"1,686.40"
14-May-17,"1,763.70"
15-May-17,"1,772.60"
16-May-17,"1,708.90"
17-May-17,"1,729.30"
18-May-17,"1,801.30"
19-May-17,"1,881.00"
20-May-17,"1,962.00"
21-May-17,"2,040.20"
22-May-17,"2,044.20"
23-May-17,"2,124.40"
24-May-17,"2,272.60"
25-May-17,"2,445.30"
26-May-17,"2,307.00"
27-May-17,"2,244.90"
28-May-17,"2,052.40"
29-May-17,"2,189.00"
30-May-17,"2,278.20"
31-May-17,"2,192.60"
1-Jun-17,"2,303.30"
2-Jun-17,"2,412.60"
3-Jun-17,"2,492.60"
4-Jun-17,"2,545.40"
5-Jun-17,"2,524.10"
6-Jun-17,"2,705.00"
7-Jun-17,"2,870.50"
8-Jun-17,"2,691.50"
9-Jun-17,"2,798.80"
10-Jun-17,"2,811.40"
11-Jun-17,"2,900.30"
12-Jun-17,"2,973.40"
13-Jun-17,"2,656.80"
14-Jun-17,"2,713.00"
15-Jun-17,"2,467.30"
16-Jun-17,"2,442.50"
17-Jun-17,"2,508.60"
18-Jun-17,"2,655.10"
19-Jun-17,"2,539.60"
20-Jun-17,"2,616.80"
21-Jun-17,"2,754.40"
22-Jun-17,"2,677.60"
23-Jun-17,"2,722.80"
24-Jun-17,"2,710.40"
25-Jun-17,"2,590.10"
26-Jun-17,"2,541.60"
27-Jun-17,"2,446.10"
28-Jun-17,"2,583.80"
29-Jun-17,"2,577.70"
30-Jun-17,"2,558.40"
1-Jul-17,"2,480.60"
2-Jul-17,"2,424.60"
3-Jul-17,"2,536.50"
4-Jul-17,"2,572.50"
5-Jul-17,"2,617.30"
6-Jul-17,"2,627.90"
7-Jul-17,"2,614.20"
8-Jul-17,"2,513.90"
9-Jul-17,"2,564.90"
10-Jul-17,"2,511.40"
11-Jul-17,"2,344.00"
12-Jul-17,"2,324.30"
13-Jul-17,"2,403.10"
14-Jul-17,"2,362.40"
15-Jul-17,"2,234.20"
16-Jul-17,"1,975.10"
17-Jul-17,"1,914.10"
18-Jul-17,"2,233.40"
19-Jul-17,"2,320.20"
20-Jul-17,"2,282.60"
21-Jul-17,"2,866.00"
22-Jul-17,"2,675.10"
23-Jul-17,"2,836.50"
24-Jul-17,"2,756.60"
25-Jul-17,"2,763.40"
26-Jul-17,"2,582.60"
27-Jul-17,"2,559.20"
28-Jul-17,"2,691.90"
29-Jul-17,"2,806.80"
30-Jul-17,"2,733.50"
31-Jul-17,"2,766.50"
1-Aug-17,"2,883.30"
2-Aug-17,"2,747.00"
3-Aug-17,"2,720.50"
4-Aug-17,"2,810.00"
5-Aug-17,"2,878.50"
6-Aug-17,"3,262.80"
7-Aug-17,"3,232.00"
8-Aug-17,"3,401.90"
9-Aug-17,"3,429.40"
10-Aug-17,"3,348.80"
11-Aug-17,"3,425.70"
12-Aug-17,"3,654.40"
13-Aug-17,"3,871.60"
14-Aug-17,"4,062.60"
15-Aug-17,"4,327.90"
16-Aug-17,"4,161.70"
17-Aug-17,"4,387.40"
18-Aug-17,"4,278.90"
19-Aug-17,"4,105.40"
20-Aug-17,"4,150.50"
21-Aug-17,"4,066.60"
22-Aug-17,"4,005.10"
23-Aug-17,"4,089.70"
24-Aug-17,"4,141.10"
25-Aug-17,"4,318.40"
26-Aug-17,"4,364.40"
27-Aug-17,"4,352.30"
28-Aug-17,"4,345.80"
29-Aug-17,"4,390.30"
30-Aug-17,"4,597.30"
31-Aug-17,"4,583.00"
1-Sep-17,"4,735.10"
2-Sep-17,"4,921.90"
3-Sep-17,"4,573.80"
4-Sep-17,"4,612.90"
5-Sep-17,"4,267.50"
6-Sep-17,"4,409.10"
7-Sep-17,"4,618.70"
8-Sep-17,"4,635.60"
9-Sep-17,"4,326.50"
10-Sep-17,"4,335.10"
11-Sep-17,"4,245.90"
12-Sep-17,"4,217.90"
13-Sep-17,"4,158.90"
14-Sep-17,"3,870.30"
15-Sep-17,"3,243.10"
16-Sep-17,"3,713.80"
17-Sep-17,"3,698.90"
18-Sep-17,"3,689.60"
19-Sep-17,"4,100.30"
20-Sep-17,"3,908.00"
21-Sep-17,"3,882.20"
22-Sep-17,"3,617.30"
23-Sep-17,"3,600.80"
24-Sep-17,"3,788.00"
25-Sep-17,"3,667.50"
26-Sep-17,"3,932.80"
27-Sep-17,"3,892.70"
28-Sep-17,"4,212.20"
29-Sep-17,"4,195.60"
30-Sep-17,"4,172.80"
1-Oct-17,"4,360.60"
2-Oct-17,"4,403.10"
3-Oct-17,"4,401.30"
4-Oct-17,"4,314.20"
5-Oct-17,"4,218.70"
6-Oct-17,"4,321.40"
7-Oct-17,"4,371.90"
8-Oct-17,"4,435.80"
9-Oct-17,"4,611.70"
10-Oct-17,"4,777.50"
11-Oct-17,"4,763.40"
12-Oct-17,"4,824.20"
13-Oct-17,"5,432.60"
14-Oct-17,"5,637.30"
15-Oct-17,"5,824.70"
16-Oct-17,"5,677.40"
17-Oct-17,"5,759.30"
18-Oct-17,"5,598.60"
19-Oct-17,"5,576.70"
20-Oct-17,"5,698.60"
21-Oct-17,"5,993.10"
22-Oct-17,"6,006.60"
23-Oct-17,"5,982.90"
24-Oct-17,"5,903.60"
25-Oct-17,"5,513.10"
26-Oct-17,"5,734.00"
27-Oct-17,"5,887.60"
28-Oct-17,"5,764.60"
29-Oct-17,"5,726.60"
30-Oct-17,"6,147.70"
31-Oct-17,"6,124.30"
1-Nov-17,"6,449.10"
2-Nov-17,"6,737.80"
3-Nov-17,"7,024.80"
4-Nov-17,"7,147.00"
5-Nov-17,"7,363.80"
6-Nov-17,"7,389.50"
7-Nov-17,"6,959.30"
8-Nov-17,"7,102.20"
9-Nov-17,"7,444.40"
10-Nov-17,"7,129.60"
11-Nov-17,"6,565.80"
12-Nov-17,"6,339.90"
13-Nov-17,"5,878.10"
14-Nov-17,"6,522.50"
15-Nov-17,"6,597.10"
16-Nov-17,"7,283.00"
17-Nov-17,"7,853.70"
18-Nov-17,"7,700.00"
19-Nov-17,"7,781.00"
20-Nov-17,"8,042.60"
21-Nov-17,"8,245.90"
22-Nov-17,"8,099.90"
23-Nov-17,"8,234.50"
24-Nov-17,"8,013.40"
25-Nov-17,"8,203.50"
26-Nov-17,"8,754.60"
27-Nov-17,"9,318.40"
28-Nov-17,"9,732.60"
29-Nov-17,"9,906.00"
30-Nov-17,"9,848.00"
1-Dec-17,"9,947.10"
2-Dec-17,"10,861.50"
3-Dec-17,"10,912.70"
4-Dec-17,"11,244.20"
5-Dec-17,"11,624.40"
6-Dec-17,"11,667.10"
7-Dec-17,"13,750.10"
8-Dec-17,"16,868.00"
9-Dec-17,"16,048.20"
10-Dec-17,"14,840.00"
11-Dec-17,"15,060.50"
12-Dec-17,"16,733.30"
13-Dec-17,"17,083.90"
14-Dec-17,"16,286.80"
15-Dec-17,"16,467.90"
16-Dec-17,"17,594.10"
17-Dec-17,"19,346.60"
18-Dec-17,"19,065.70"
19-Dec-17,"18,971.20"
20-Dec-17,"17,521.70"
21-Dec-17,"16,461.10"
22-Dec-17,"15,632.10"
23-Dec-17,"13,665.00"
24-Dec-17,"14,396.60"
25-Dec-17,"13,790.00"
26-Dec-17,"13,830.20"
27-Dec-17,"15,757.00"
28-Dec-17,"15,416.30"
29-Dec-17,"14,398.50"
30-Dec-17,"14,392.10"
31-Dec-17,"12,532.40"
